Category,Module,Feature,Model Evidence,API Evidence,UI Evidence,Status,Score,Tier,MES_Tier,QT9,1Factory,ProShop,Qualio,Prodio,Steelhead,MachineMetrics,Redzone,Amper,TrakSYS,PlanetTogether,CriticalMfg,Opcenter,Plex,DELMIA,Notes
MES,Integration,Excel export,Export mixin on viewsets,GET /api/{resource}/export-excel/,Export buttons,Complete,100%,Standard,Lite,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,
MES,Integration,API documentation,drf-spectacular,GET /api/docs/ + /api/schema/,Swagger UI,Complete,100%,Standard,Lite,Yes,Yes,Yes,Yes,No,No,Yes,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,
MES,Integration,ERP integration,ERP_id fields only,ID fields,ID display,Partial,30%,Standard,Standard,Yes,Partial,Yes,Partial,No,Partial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,GAP - no real-time sync
MES,Workflow Control,First Piece Inspection,FPIRecord model with scope options,CRUD /api/FPIRecords/ + designate/waive/verify actions,FpiStatusBanner in QA form,Complete,100%,Standard,Standard,No,Partial,Partial,No,No,Partial,No,No,No,Partial,No,Yes,Yes,Yes,Yes,4 FPI scopes: PER_WORK_ORDER PER_SHIFT PER_EQUIPMENT PER_OPERATOR
MES,Workflow Control,Step override workflow,StepOverride model with approval workflow,CRUD /api/StepOverrides/ + request/approve/reject/expire actions,Needs UI,API-Ready,70%,Standard,Standard,Partial,Partial,Partial,No,No,No,No,Partial,No,Partial,No,Yes,Yes,Yes,Yes,Override types: MISSING_QA MEASUREMENT_FAIL FPI_FAIL TRAINING_EXPIRED etc.
MES,Workflow Control,Step execution measurements,StepExecutionMeasurement model,CRUD /api/StepExecutionMeasurements/,Needs UI,API-Ready,70%,Standard,Standard,Partial,Yes,Partial,No,No,No,No,Partial,No,Partial,No,Yes,Yes,Yes,Yes,100% measurement capture not tied to sampling
MES,Workflow Control,Controlled rollback,StepRollback model + undo_window_minutes on Steps,POST /api/Parts/{id}/rollback/ with approval workflow,Needs UI,API-Ready,70%,Standard,Standard,Partial,Partial,Partial,No,No,No,No,Partial,No,Partial,No,Yes,Yes,Yes,Yes,rollback_requires_approval on Steps
MES,Workflow Control,Step requirements,StepRequirement model with 10 types,CRUD /api/StepRequirements/,Needs UI,API-Ready,70%,Standard,Standard,Partial,Partial,Partial,No,No,No,No,Partial,No,Partial,No,Yes,Yes,Yes,Yes,Types: measurement document signoff training calibration fpi qa_approval etc.
MES,Scheduling,"Due date warnings (overdue, at risk)",,,,API-Ready,70%,Standard,Lite,Partial,Partial,Yes,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,overdue_capas in dashboard; threshold logic needed
MES,Scheduling,Work center definitions,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,No,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,WorkCenter model with equipment M2M
MES,Scheduling,Shift definitions,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Shift model with start/end times, days_of_week"
MES,Scheduling,Shift assignment to schedule slots,,,,API-Ready,70%,Standard,Standard,No,No,Partial,No,No,No,No,Partial,No,Yes,No,Yes,Yes,Yes,Yes,ScheduleSlot links WorkOrder to Shift
MES,Scheduling,Work center assignment to schedule slots,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,No,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,ScheduleSlot links WorkOrder to WorkCenter
MES,Scheduling,Visual schedule board (drag-drop),,,,Missing,0%,Standard,Standard,No,No,Yes,No,No,Partial,Yes,Yes,Yes,Partial,Yes,Yes,Yes,Partial,Yes,ScheduleSlot model complete; UI needed
MES,Scheduling,Calendar/holiday management,,,,Missing,0%,Standard,Standard,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Yes,Yes,
MES,Scheduling,Schedule vs actual comparison,,,,Missing,0%,Standard,Standard,No,No,Yes,No,No,No,Yes,Partial,No,Yes,Yes,Yes,Yes,Yes,Yes,
MES,Scheduling,Daily dispatch list per work center,,,,Missing,0%,Standard,Standard,No,No,Yes,No,Partial,Yes,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,"Per work center, sorted by schedule"
MES,Scheduling,Operator work queue,,,,Missing,0%,Standard,Standard,No,No,Yes,No,Partial,Yes,Yes,Yes,Yes,Yes,Partial,Yes,Yes,Yes,Yes,What's assigned to me - my_workload API exists
MES,Scheduling,Claim/unclaim work,,,,Missing,0%,Standard,Standard,No,No,Partial,No,No,No,Partial,No,No,Partial,No,Yes,Yes,Partial,Yes,Operator self-assigns from available queue
MES,Scheduling,Operator skill matrix,,,,Missing,0%,Standard,Standard,No,No,Yes,No,No,No,Partial,Yes,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Which operators can run which machines
MES,Scheduling,Setup time definitions,,,,Missing,0%,Standard,Standard,No,No,Yes,No,No,No,Partial,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Per part type per machine, for family sequencing"
MES,Scheduling,Resource allocation (equipment + labor),,,,Missing,0%,Standard,Pro,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,
MES,Scheduling,Shift handoff notes,,,,Missing,0%,Standard,Pro,No,No,Partial,No,No,No,No,Partial,No,Partial,No,Partial,Partial,Partial,Partial,Notes for next operator on same WO
MES,Scheduling,What's next suggestion,,,,Missing,0%,Standard,Pro,No,No,Partial,No,No,No,No,No,No,Partial,No,Yes,Yes,Partial,Yes,"After completing current op, system suggests next"
MES,Scheduling,CP-SAT job shop model,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,Partial,Yes,Partial,Partial,Partial,Yes,Operations x machines x time windows - OR-Tools
MES,Scheduling,Finite capacity scheduling,,,,Missing,0%,Stretch,Premium,No,No,Yes,No,No,No,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,Work center can only process N jobs simultaneously
MES,Scheduling,Multi-resource constraints,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Yes,Yes,Operation requires machine AND operator AND tooling
MES,Scheduling,Setup time optimization,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Partial,Yes,Family sequencing to minimize changeover
MES,Scheduling,WO-to-WO dependencies,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Partial,Yes,Sub-assembly must complete before final assembly
MES,Scheduling,Backward scheduling,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Partial,Yes,Yes,Yes,Calculate latest start from due date
MES,Scheduling,Forward scheduling,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Partial,Yes,Yes,Yes,Calculate completion from release date
MES,Scheduling,Objective function configuration,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Yes,Minimize lateness x priority + makespan + overtime
MES,Scheduling,Solve timeout / fallback,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Partial,Best-known solution if solver doesn't converge
MES,Scheduling,Re-solve on changes,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Partial,Yes,"New WO, machine down, priority change triggers re-solve"
MES,Scheduling,Machine Gantt view,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,Partial,Yes,Partial,Yes,Yes,Yes,Yes,Partial,Yes,"Rows = machines, bars = scheduled operations"
MES,Scheduling,WO Gantt view,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,Partial,Yes,Partial,Yes,Yes,Yes,Yes,Partial,Yes,"Rows = work orders, bars = operations across machines"
MES,Scheduling,Gantt color coding by status/priority,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,Partial,No,No,Yes,Yes,Yes,Yes,Partial,Yes,
MES,Scheduling,Gantt zoom (hour/day/week),,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Partial,Yes,
MES,Scheduling,Overdue/at-risk highlighting,,,,Missing,0%,Stretch,Premium,Partial,No,Yes,No,No,Partial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Visual flags on late or at-risk WOs
MES,Scheduling,Conflict/overload highlighting,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,Partial,No,No,Partial,Yes,Yes,Yes,Partial,Yes,Visual when resources are double-booked
MES,Scheduling,Current time marker on Gantt,,,,Missing,0%,Stretch,Premium,No,No,Partial,No,No,No,No,No,No,Partial,Yes,Yes,Yes,Partial,Yes,'We are here' line
MES,Scheduling,Drag-and-drop reschedule,,,,Missing,0%,Stretch,Premium,No,No,Yes,No,No,Partial,Yes,Yes,Yes,Partial,Yes,Partial,Yes,Partial,Yes,Move operation to different time/machine
MES,Scheduling,Pin/lock operations,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Partial,Yes,Solver can't move pinned operations
MES,Scheduling,Hot list / expedite queue,,,,Missing,0%,Stretch,Premium,No,No,Yes,No,No,Partial,Partial,Partial,Partial,Partial,Yes,Yes,Yes,Partial,Yes,"Rush jobs pinned, solver schedules around them"
MES,Scheduling,Re-solve around locks,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Yes,"After manual changes, re-optimize unfrozen operations"
MES,Scheduling,Schedule undo/redo,,,,Missing,0%,Stretch,Premium,No,No,No,No,No,No,No,No,No,No,Partial,Partial,Partial,No,Partial,
MES,Scheduling,Clone schedule into scenario,,,,Missing,0%,Stretch,Enterprise,No,No,Partial,No,No,No,No,No,Partial,No,Yes,Partial,Yes,Yes,Yes,Copy live schedule for experimentation
MES,Scheduling,Add/remove WOs in scenario,,,,Missing,0%,Stretch,Enterprise,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,Yes,Yes,What if we accept this rush order?
MES,Scheduling,Change machine availability in scenario,,,,Missing,0%,Stretch,Enterprise,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Yes,What if machine 3 goes down?
MES,Scheduling,Compare scenarios side-by-side,,,,Missing,0%,Stretch,Enterprise,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Yes,"Makespan, on-time %, utilization comparison"
MES,Scheduling,Promote scenario to live,,,,Missing,0%,Stretch,Enterprise,No,No,No,No,No,No,No,No,No,No,Yes,Partial,Yes,No,Yes,Commit the winning scenario
MES,Scheduling,Bottleneck identification,,,,Missing,0%,Stretch,Enterprise,No,No,Partial,No,No,No,Yes,Partial,Yes,Yes,Yes,Partial,Yes,Partial,Yes,Which work center is the constraint
MES,Scheduling,Utilization % by machine/work center,,,,Missing,0%,Stretch,Enterprise,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,
MES,Scheduling,Promise date calculation,,,,Missing,0%,Stretch,Enterprise,No,No,Partial,No,No,No,Yes,No,Partial,Partial,Yes,Partial,Yes,Yes,Yes,"If you order today, deliver by X based on current load"
MES,Equipment,Work center definitions,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,No,Partial,Partial,Partial,Yes,Yes,Yes,Yes,Yes,Yes,"WorkCenter model with equipment M2M, capacity_units, default_efficiency"
MES,Equipment,Equipment availability status,,,,Complete,100%,Standard,Standard,Partial,No,Yes,No,No,Partial,Yes,Partial,Yes,Yes,No,Yes,Yes,Yes,Yes,IN_SERVICE/OUT_OF_SERVICE/IN_CALIBRATION/IN_MAINTENANCE/RETIRED + is_operational
MES,Equipment,Downtime logging (start/end),,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DowntimeEvent model
MES,Equipment,Downtime reason codes,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,Partial,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DowntimeEvent.category + reason fields
MES,Equipment,Planned vs unplanned downtime,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,Partial,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DowntimeEvent.category choices
MES,Equipment,Setup/changeover tracking,,,,API-Ready,70%,Standard,Standard,No,No,Yes,No,No,No,Partial,No,No,Yes,No,Yes,Yes,Yes,Yes,DowntimeEvent.category='changeover'
MES,Equipment,OEE calculation,,,,Missing,0%,Standard,Standard,No,Partial,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Availability x Performance x Quality - components exist, calculation endpoint needed"
